"title","author","description","url","article_text","date_published","date_modified","source"
"'Fears of RBI rate hike overdone; 25 bps cut likely in Aug'","PTI","","https://www.moneycontrol.com/news/business/economy/fears-of-rbi-rate-hike-overdone-25-bps-cut-likely-in-aug-2503141.html","Fears of the Reserve Bank going for a ""rate hike"" are overdone and there is still room for a 25 bps rate cut in the August monetary policy review, provided rains are normal, says a report. Global financial services major Bank of America Merrill Lynch (BofAML), termed the latest RBI policy as ""balanced"" and said that macro risks are getting overdone in the government securities (G-sec) market. In its 6th and the last bi-monthly monetary policy review of the current fiscal, 2017-18, RBI yesterday kept interest rates unchanged for the third time in a row saying that higher government spending would accelerate inflation, and warned of risks from wider fiscal deficit. ""We continue to think that market concerns of a rate hike are overdone after the conference calls shed more light on the bias, which seemed soft,"" BofAML said in a research note adding that ""we still expect a 25 bps August RBI rate cut"". The Reserve Bank did not go in for a hike in key rates, despite expecting a surge in inflation going forward, as the price rise is being driven by higher house rent allowance (HRA) to government employees, Governor Urjit Patel had said. Nearly 0.35 percent of current inflation is due to the HRA hikes as per the 7th pay panel recommendations, he said. BofAML expects January CPI inflation at 4.9 percent down from 5.2 percent in December. The RBI has upped its inflation forecast to 5.1 per cent for the current fourth quarter of the 2017-18 fiscal ending March 31. It expects inflation to firm up further to 5.1-5.6 percent in first half of the next fiscal, before cooling down to 4.5-4.6 percent in the second half. The report however, noted that core inflation (excluding food, fuel and HRA) is already hovering about a reasonable 4.2 percent. ""We continue to expect the RBI to cut rates by 25 bps in August if we see normal rains,"" it added.","2018-02-08T14:34:53+05:30","2018-02-08T14:37:24+05:30",""
"Beyond flash sale fiasco: Why Flipkart, peers need to worry","","","https://www.moneycontrol.com/news/business/companies/beyond-flash-sale-fiasco-why-flipkart-peers-need-to-worry-1556943.html","","2014-10-08T14:50:34+05:30","2014-10-08T14:52:37+05:30",""
"Abbott India Q2 net down 3% at Rs 61.70 cr","","","https://www.moneycontrol.com/news/business/earnings/abbott-india-q2-net-down-3-at-rs-6170-cr-1453655.html","today reported 3.20 percent dip in standalone net profit at Rs 61.70 crore for the second quarter ended September 30. The company had posted a net profit of Rs 63.74 crore for the corresponding period of the previous fiscal, the drug firm said in a filing to BSE. However, total standalone income from operations rose to Rs 645.06 crore for the quarter under review as against Rs 588.71 crore for the same period a year ago.","2015-11-07T13:50:43+05:30","2015-11-07T13:50:43+05:30",""
"Moneycontrol Pro Panorama | India's Swiftonomics moment with Coldplay","Shishir Asthana","In Moneycontrol's Pro Panorama September 23 edition: RBI's case for a policy rate cut, India's latest Flash PMI data indicates a mild slowdown, asset allocation in mutual funds can affect returns, India's road to semiconductor success, and more","https://www.moneycontrol.com/news/business/economy/moneycontrol-pro-panorama-indias-swiftonomics-moment-with-coldplay-12827838.html",",  : ","2024-09-23T15:44:32+05:30","2024-09-23T17:38:45+05:30",""
"Banka Bioloo Standalone September 2024 Net Sales at Rs 14.34 crore, up 35.87% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/banka-bioloo-standalone-september-2024-net-sales-at-rs-14-34-crore-up-35-87-y-o-y-12877470.html","","2024-11-27T12:00:15+05:30","2024-11-27T12:16:05+05:30",""
"RBI halts printing of Rs 2000 notes; focus more on Rs 200, Rs 500: Report","","","https://www.moneycontrol.com/news/business/economy/rbi-halts-printing-of-rs-2000-notes-focus-more-on-rs-200-rs-500-report-2335929.html","The Reserve Bank of India (RBI) has increased printing of smaller denomination notes including the new Rs 200 notes after it stopped printing Rs 2000 notes around five months back, reports . The central bank is unlikely to print Rs 2000 notes any further as the Centre is progressively preparing to phase out printing higher denomination notes. Rs 2000 notes had replaced the Rs 1000 after demonetisation last year, sources told . The report also said that RBI’s proposal to print 100 crore Rs 2000 note was turned down by the government. Around Rs 7.4 trillion worth of Rs 2000 notes have been printed so far, which adequately compensates the Rs 6.3 trillion Rs 1000 notes that were taken out of circulation, said the report. Rs 1000 notes were withdrawn in November 2016 after demonetisation. The majority of new notes printed are of low denomination now. Nearly 14 billion Rs 500 notes have been printed already, the report said. The total currency in circulation as on July 14 stands around Rs 15.22 trillion as per the RBI data, which is about 86 percent of the Rs 17.7 trillion that was in circulation on November 4. The printing of new Rs 200 notes has been started in RBI’s Mysuru printing press and the note may come into circulation by next month.","2017-07-26T10:24:39+05:30","2017-07-26T10:35:40+05:30",""
"NSE's active user count declines for tenth straight month in April","Moneycontrol News","The active user count on the NSE decreased for the tenth straight month to 31.20 million in April against 32.70 million in March","https://www.moneycontrol.com/news/business/markets/nses-active-user-count-declines-for-tenth-straight-month-in-april-10665171.html","The National Stock Exchange (NSE) saw its active user count drop to 31.20 million in April from 32.70 million in March, the tenth straight month of decline. The drop in April was more pronounced, with a decline of 1.5 million accounts compared to the previous month's fall of 0.9 million accounts, brokerage house Motilal Oswal said in a note. Stock exchanges define an active user as one who has punched at least one trade in the past year. This number is net of new additions. Experts point out that market participation has been affected by the uncertain economic environment, lacklustre one-year returns and declining retail enthusiasm, leading to a consistent fall in the number of active participants since July 2022. Over the past nine-10 months, the Indian stock market has experienced sideways trading within a wide range. The volatility has been substantial, which often leads to newer participants, who typically enter the market with smaller capital, getting wiped out. They struggle to predict the market direction accurately and end up losing money. ""Since October 2022, market returns, especially in IT stocks, have been unfavourable. Many market participants have found themselves trapped in these stocks for an extended period,” Anil Kumar Bhansali, an analyst at Finrex Treasury Advisors, said. The advance-decline ratio has been tilted towards declines for the past nine-10 months, up until March 2023. While the markets have recently shown signs of recovery, most stocks remain stagnant within their previous ranges, failing to exhibit significant movement, he said. “It appears that the funds of small investors have become stuck in these accounts, leading to a decline in active users on the NSE"", Bhansali said. In FY23, the 30-pack Sensex gained 0.7 percent, while the broad-based Nifty slipped 0.6 percent. BSE mid and small indices declined 0.18 percent and 4.46 percent. Foreign investors sold shares worth $6.64 billion in FY23 against $17.06 billion in FY22. Another contributing factor is the challenging environment for option sellers in recent months due to volatility. ""The significant swings in either direction can result in substantial mark-to-market (MTM) losses, potentially wiping out their capital. Option selling carries the risk of unlimited losses if not adequately hedged, Rahul Ghose, Founder & CEO, Hedged, an algorithm-powered advisory platform, said. “Additionally, although to a lesser extent, the introduction of new margin norms, which require a minimum 50 percent cash component, could have also influenced the decrease in active user numbers.”","2023-05-26T09:40:47+05:30","2023-05-26T10:00:40+05:30",""
"Intl Travel Standalone September 2025 Net Sales at Rs 59.38 crore, down 2.56% Y-o-Y","Broker Research","","https://www.moneycontrol.com/news/business/earnings/intl-travel-standalone-september-2025-net-sales-at-rs-59-38-crore-down-2-56-y-o-y-13617683.html","","2025-10-15T13:55:39+05:30","2025-10-15T14:00:57+05:30",""
"Global stocks under a cloud as US political uncertainty adds to growth fears","Reuters","","https://www.moneycontrol.com/news/business/markets/global-stocks-under-a-cloud-as-us-political-uncertainty-adds-to-growth-fears-3324631.html","Global stock markets were heading into the year-end under a heavy cloud after another rout this week as US political uncertainty added to heightened concerns over slowing global economic momentum. Asian equities were shaky on Wednesday following the plunge in Wall Street on Christmas eve in the face of a series of unnerving US political developments, including a US federal government shutdown and President Donald Trump’s increasingly hostile stance toward the Federal Reserve chairman. US Treasury Secretary Steven Mnuchin had also raised market concerns by convening a crisis group amid the pullback in stocks. S&P 500 e-mini futures were effectively flat, pointing toward a subdued start for Wall Street when the US market reopens after Christmas Day, when many of the world’s financial markets were shut. MSCI’s broadest index of Asia-Pacific shares outside Japan dipped 0.1 percent. Japan’s Nikkei bounced 1.8 percent after diving 5 percent the previous day to a 20-month low and slipping into bear market territory. “In addition to concerns toward the US economy, the markets are now having to grapple with growing turmoil in the White House which has raised political risk ahead of the year-end,” said Masahiro Ichikawa, senior strategist at Sumitomo Mitsui Asset Management. US stocks have dropped sharply in recent weeks on concerns over weaker economic growth. Trump has largely laid the blame for economic headwinds on the Fed, openly criticizing its chairman, Jerome Powell, whom he appointed. That has further rattled investors as they grappled with fears of slowing global growth, corporate earnings and US-China trade tensions. In an effort to reassure investors, Treasury Secretary Mnuchin spoke on Sunday with the heads of the six largest US banks, who confirmed they have enough liquidity to continue lending and that “the markets continue to function properly.” US bond yields have declined as the market rout, including a steep sell-off in oil, prompted investors to move into safe-haven government debt, adding to the growing pressure on the dollar. The dollar traded at 110.56 yen after retreating to a four-month low of 110.00 overnight against its Japanese peer, which also tends to attract demand as a perceived safe-haven during times of market volatility and economic stress. The euro was 0.25 percent higher at $1.1418. The 10-year US Treasury note yield stood at 2.747 percent following a descent on Monday to 2.733 percent, lowest since early April. In commodities, US crude futures were up 1.35 percent at $43.11 per barrel after tumbling 6.7 percent on Monday. Oil prices plunged to the lowest level in more than a year on Monday, as bearish stocks added to fears of an economic slowdown. Safe-haven gold was well bid, with spot prices at a six-month peak of $1,270.25 per ounce.","2018-12-26T08:20:41+05:30","2018-12-26T08:20:41+05:30",""
"MCX Goldm November contract trades lower","","","https://www.moneycontrol.com/news/business/markets/mcx-goldm-november-contract-trades-lower-1432135.html","At 14:40 hrs MCX GOLDM October contract was trading at Rs 26020 down Rs 58, or 0.22 percent. The GOLDM rate touched an intraday high of Rs 26095 and an intraday low of Rs 26008. So far 3436 contracts have been traded. GOLDM prices have moved down Rs 529, or 1.99 percent in the October series so far.MCX GOLDM November contract was trading at Rs 26121 down Rs 45, or 0.17 percent. The GOLDM rate touched an intraday high of Rs 26170 and an intraday low of Rs 26107. So far 129 contracts have been traded. GOLDM prices have moved up Rs 1421, or 5.75 percent in the November series so far.MCX GOLDM December contract was trading at Rs 26215 down Rs 32, or 0.12 percent. The GOLDM rate touched an intraday high of Rs 26241 and an intraday low of Rs 26215. So far 11 contracts have been traded. GOLDM prices have moved down Rs 585, or 2.18 percent in the December series so far.","2015-09-15T14:50:53+05:30","2015-09-15T14:50:53+05:30",""
"KEC Intl Consolidated March 2020 Net Sales at Rs 3,671.00 crore, down 4.43% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/kec-intl-consolidated-march-2020-net-sales-at-rs-3671-00-crore-down-4-43-y-o-y-5345641.html","","2020-06-02T09:31:28+05:30","2020-06-02T09:36:15+05:30",""
"Zydus Wellness Standalone March 2020 Net Sales at Rs 34.32 crore, up 0.62% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/zydus-wellness-standalone-march-2020-net-sales-at-rs-34-32-crore-up-0-62-y-o-y-5352181.html","","2020-06-03T09:48:02+05:30","2020-06-03T09:52:11+05:30",""
"MRO-TEK Standalone December 2021 Net Sales at Rs 8.56 crore, down 19.6% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/mro-tek-standalone-december-2021-net-sales-at-rs-8-56-crore-down-19-6-y-o-y-8070671.html","","2022-02-10T11:33:58+05:30","2022-02-10T11:41:19+05:30",""
"Stellar rally: Sensex soars 402 pts, Nifty closes at 8325","","","https://www.moneycontrol.com/news/business/markets/stellar-rally-sensex-soars-402-pts-nifty-closes-at-8325-1479649.html","Equity benchmarks surged for the second straight session Monday, even as players are divided on whether the rally can sustain. The 30-share Sensex closed at 27507.30, up 401.91 points or 1.48 percent over its previous close. The Nifty closed at 8325.25, up 133.75 points or 1.63 percent. In the last two sessions, the Sensex has risen around 908 points and the Nifty around 268 points. There was good demand for mid cap shares too, with S&P BSE Midcap Index gaining over 2 percent. Brokers attributed much of the rise in the last of couple of sessions to short covering of positions, and said there was not much of fresh buying by institutional investors. They said the possibility of the Fed deferring its rate hike beyond June, or even September, further boosted sentiment. “We think this (latest jobs data) will not be enough for the Fed to move in June maybe not even September because both we have seen is average hourly earnings are still stuck somewhat in a trading range, year-over-year (Y-o-Y) that number is up 2.2 percent which is not quite enough for the Fed to make a move,” Hans Goetti, head of investment-Asia, Banque Internationale, said in an interview to CNBC-TV18. “Our base case is a move by the Fed in September at the earliest could just as well be a little bit late to maybe December or even 2016,” he said. Auto, bank and metal shares were the star performers of the day. FMCG shares were the biggest laggards. Many market experts feel valuations are looking attractive after the near 10 percent decline from the record highs in March. “If you are a late comer to the party or a little sceptical around the edges this is actually an entry opportunity and you should be buying now,” said Dipan Sheth of HDFC Securities in an interview to CNBC-TV18 today. “It doesn’t mean markets can’t fall, of course not, they can, but the downside from here on looks limited and the upsides look much more promising than what they did maybe a month or two ago,” he said. Players tracking technical indicators say the Nifty holding above its 200-day moving average (DMA) is a reassuring sign. “The crossover of the 50 DMA and the 200 DMA are important signals for long-term trends on the market,” said Dipen Mehta, BSE & NSE member, in an interview to CNBC-TV18. “I think that if you go back to 2003 to 2007 bull market, there were five occasions where the 200 DMA was breached briefly for a few trading sessions and that acted as a support level and the markets rebounded from there,” he said. Bank of Baroda was among the prominent gainers of the day, with the stock rising 17 percent. The company’s fourth quarter earnings fell short of market expectations, but improvement in asset quality was better than what analysts had estimated. HDFC, State Bank of India, Infosys, ICICI Bank, Tata Motors and Sun Pharma were among the major contributors to the rally.","2015-05-11T16:08:51+05:30","2015-05-11T17:34:08+05:30",""
"Ganesh Benzo Standalone December 2020 Net Sales at Rs 63.41 crore, up 4.2% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/ganesh-benzo-standalone-december-2020-net-sales-at-rs-63-41-crore-up-4-2-y-o-y-6515391.html","","2021-02-15T19:00:29+05:30","2021-02-15T19:14:51+05:30",""
"GE T&D India Standalone March 2021 Net Sales at Rs 904.47 crore, up 36.18% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/ge-td-india-standalone-march-2021-net-sales-at-rs-904-47-crore-up-36-18-y-o-y-7017161.html","","2021-06-10T21:22:39+05:30","2021-06-10T21:27:21+05:30",""
"L&T Tech shares rise 3% on acquisition of California-based Intelliswift","Moneycontrol News","This acquisition expands L&T Tech's access to major tech and retail clients, enabling it to enter adjacent markets like retail, fintech, and private equity.","https://www.moneycontrol.com/news/business/markets/lt-tech-shares-rise-3-on-acquisition-of-california-based-intelliswift-12863499.html","Shares of rose over 3 percent after announcing its acquisition of California-based AI software firm Intelliswift for $110 million. This move aims to bolster L&T Tech's offerings in software product development, platform engineering, digital integration, data, and AI. At 9:16 AM, L&T Tech shares were trading nearly 3 percent higher at Rs 5,257. The stock has gained only about 1 percent on a year-to-date basis, underperforming the Nifty 50, which has risen over 11 percent during the same period. Intelliswift is known for serving four of the top five hyperscalers and catering to over 25 Fortune 500 companies. This acquisition expands L&T Tech's access to major tech and retail clients, enabling it to enter adjacent markets like retail, fintech, and private equity. Amit Chadha, CEO and MD of L&T Tech said, ""Software and AI are becoming essential for our clients seeking to bring new products and differentiated solutions for the consumer."" He added, ""The acquisition of Intelliswift strengthens our digital and software product engineering capabilities, expands strategic client partnerships with major technology spenders, boosts our presence in Silicon Valley, and advances us towards our USD 2 Billion medium-term goal."" The acquisition brings Intelliswift's industry-leading automation frameworks and expertise in platform engineering to L&T Tech. Intelliswift Founder and Executive Chairman, Pat Patel, said, ""Joining forces with a prominent Engineering & R&D services leader like LTTS is a strategic step forward for Intelliswift. Together, we aim to become the leading technology partner for major hyperscalers and companies worldwide that depend on us for business critical products and platforms, significantly enhancing our digital offerings.""  ","2024-11-12T09:24:48+05:30","2024-11-12T09:24:48+05:30",""
"Options Trade | A non-directional options strategy in GAIL","Moneycontrol Contributor","GAIL is expected to remain sideways within our range. An Iron Condor trade to capitalise on high volatility","https://www.moneycontrol.com/news/business/markets/options-trade-a-non-directional-options-strategy-in-gail-3-7866611.html","","2021-12-27T07:49:06+05:30","2021-12-27T07:49:06+05:30",""
"Jagan Litech Standalone December 2020 Net Sales at Rs 9.70 crore, up 54.19% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/jagan-litech-standalone-december-2020-net-sales-at-rs-9-70-crore-up-54-19-y-o-y-6519761.html","","2021-02-16T10:33:16+05:30","2021-02-16T10:45:58+05:30",""
"KELTECH Energ Standalone September 2024 Net Sales at Rs 102.45 crore, up 5.91% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/keltech-energ-standalone-september-2024-net-sales-at-rs-102-45-crore-up-5-91-y-o-y-12865641.html","","2024-11-13T11:44:48+05:30","2024-11-13T11:50:06+05:30",""
"Brakes Auto standalone Dec '14 sales at Rs 0.01 crore","","","https://www.moneycontrol.com/news/business/earnings/-1216197.html","","2015-02-19T13:26:56+05:30","2015-02-19T13:26:56+05:30",""
"LIC sells Cipla shares for Rs 665cr; cuts stake to 6.21%","","","https://www.moneycontrol.com/news/business/companies/-1655395.html","","2013-01-12T19:39:03+05:30","2013-01-12T19:41:46+05:30",""
"Brent oil futures fall below $58 as dollar hits 11-year high","","","https://www.moneycontrol.com/news/business/markets/brent-oil-futures-fall-below-3658-as-dollar-hits-11-year-high-1154917.html","Investing.com - Investing.com - Brent oil futures fell to the lowest level in more than two weeks on Tuesday, as a firmer dollar weighed on the commodities complex. The U.S. dollar index, which measures the greenback's strength against a trade-weighted basket of six major currencies, hit highs of 11-year highs of 98.18 on Tuesday. Dollar-denominated oil futures contracts tend to fall when the dollar rises, as this makes oil more expensive for buyers in other currencies. Demand for the dollar continued to be underpinned after the latest U.S. jobs report solidified expectations for higher interest rates. The Fed is expected to begin raising interest rates around the middle of this year and investors were looking ahead to next week's policy statement to see if it would drop its reference to being patient before raising rates. On the ICE Futures Exchange in London, Brent oil for April delivery hit an intraday low of $57.90 a barrel, a level not seen since February 19, before trading at $58.05 during European morning hours, down 48 cents, or 0.83%. On Monday, London-traded Brent prices tumbled $1.20, or 2.01%, to settle at $58.53 a barrel as investors focused on a surplus in global supplies. Elsewhere, on the New York Mercantile Exchange, crude oil for delivery in April dipped 34 cents, or 0.67%, to trade at $49.67 a barrel. A day earlier, Nymex oil prices ticked up 39 cents, or 0.79%, to end at $50.00 a barrel after data from industry research group Genscape showed a smaller than expected build at the Cushing, Oklahoma delivery point last week. Market participants now looked ahead to fresh weekly information on U.S. stockpiles of crude and refined products to gauge the strength of demand in the world's largest oil consumer. The American Petroleum Institute will release its inventories report later in the day, while Wednesday's government report could show crude stockpiles rose by 4.2 million barrels in the week ended March 6. Total U.S. crude oil inventories stood at 444.4 million barrels as of last week, the most in at least 80 years, indicating that cheap prices have yet to affect output. Industry research group (NYSE:BHI) said Friday that the number of rigs drilling for oil in the U.S. fell by 63 last week to 923, the lowest since June 2011. Market players have been paying close attention to the shrinking rig count in recent months for signs it will eventually reduce the glut of crude flowing into the market. Oil prices have fallen sharply in recent months as OPEC resisted calls to cut output, while the U.S. pumped at the fastest pace in more than three decades, creating a glut in global supplies. The spread between the Brent and the WTI crude contracts stood at $8.38 a barrel early on Monday, compared to $8.53 by close of trade on Monday. Elsewhere, government data released earlier showed that Chinese inflation for February picked up to 1.4%, above expectations for 0.9% and up from 0.8% in January. However, the producer price index fell by a more-than-expected 4.8% last month, underling concerns over the health of the world's second largest economy. China is the world's second largest oil consumer after the U.S. and has been the engine of strengthening demand. Meanwhile, investors continued to monitor talks surrounding Greek reform proposals between Greece and the Eurogroup of finance ministers. Greece reportedly agreed to allow experts representing the European Commission, ECB and International Monetary Fund to start work in Athens on Wednesday. Last month Greece reached a temporary agreement with its lenders to extend its bailout by four months, but must complete a bailout review by April before it can access further financial aid. ","2015-03-10T14:31:00+05:30","2015-03-10T14:31:00+05:30",""
"GoM on cess likely to seek six-month extension from GST Council on December 21 meet: Sources","Meghna Mittal","The GoM was initially scheduled to submit its report by December 31, 2024","https://www.moneycontrol.com/news/business/economy/gom-on-cess-likely-to-seek-six-month-extension-from-gst-council-on-december-21-meet-sources-12889389.html","The Group of Ministers (GoM) set up by the Goods and Services Tax (GST) Council to explore taxation mechanisms for luxury and demerit goods post-cess abolition will be seeking more time to finalise its recommendations in the Council’s upcoming meeting on December 21. According to sources, the GoM, chaired by Minister of State for Finance Pankaj Chaudhary, feels six months would suffice to finalise its report. “The deliberations in the GoM on cess are still ongoing. It will be discussed in the GST Council meet on December 21. The GoM will seek extension to submit its final report. Another six months should be enough to finalise the report on GST cess,” a source told Moneycontrol. The GST Council on the December 21 meeting will discuss the status of the report of GoM on cess, the person added. The GoM was initially scheduled to submit its report by December 31, 2024. However, its deliberations are ongoing, with additional legal and procedural complexities to address. ""The GoM is still mulling over various options and needs additional time to address legal aspects and finalise its proposals,"" another source had told Moneycontrol earlier. The GoM held its last meeting on December 2 in New Delhi. The GoM was established following the GST Council's 54th meeting in September 2024. It comprises 10 members, including representatives from Assam, Chhattisgarh, Gujarat, Karnataka, Madhya Pradesh, Punjab, Tamil Nadu, Uttar Pradesh, and West Bengal. The panel’s task is to recommend a new taxation structure to replace the compensation cess, which is set to end in March 2026. The GoM's recommendations hold significant implications for GST's future structure. It must determine whether to continue the cess or introduce additional taxes, define applicable rates, and assess required legislative amendments. The compensation cess, introduced at the onset of GST, is levied on luxury, sin, and demerit goods over and above the highest GST slab of 28 percent. Its primary purpose was to compensate states for revenue losses post-GST implementation. Initially intended for five years (ending June 2022), the cess was extended until March 2026 to repay Rs 2.69 lakh crore worth of taken during the COVID-19 pandemic to cover states' revenue shortfalls. If the loan is repaid earlier, the GoM will also have to decide on the treatment of excess cess collected. The GST law mandates that any surplus collected in the cess pool thereafter be equally shared between the Centre and states. Currently, GST operates on a four-tier structure of 5 percent, 12 percent, 18 percent, and 28 percent. The GST law permits a maximum rate of 40 percent.","2024-12-13T14:28:42+05:30","2024-12-13T14:32:33+05:30",""
"GOCL Corp Standalone December 2022 Net Sales at Rs 44.10 crore, up 14.57% Y-o-Y","","","https://www.moneycontrol.com/news/business/earnings/gocl-corp-standalone-december-2022-net-sales-at-rs-44-10-crore-up-14-57-y-o-y-10040731.html","","2023-02-09T14:44:54+05:30","2023-02-09T14:58:52+05:30",""
"Note ban hits microfinance firms' collections, disbursements","","","https://www.moneycontrol.com/news/business/companies/note-ban-hits-microfinance-firms-collections-disbursements-917707.html","The demonetisation drive announced a month ago has significantly affected collections and disbursements of microfinance firms, an industry body said today. This has happened because a majority of borrowers repay their in cash, whose supply was disrupted when Rs 500 and Rs 1,000 bills were declared invalid on November 8, Microfinance Institutions Network (MFIN), a self-regulatory body, said. ""The collections and disbursements at the ground level have been affected significantly in the wake of demonetisation of Rs 500 and Rs 1000 notes since a majority of borrowers repay their loans in cash,"" Ratna Vishwanathan, Chief Executive of MFIN, told reporters here. ""Further, there has been a misinterpretation of a Reserve Bank circular on ""Prudential Norms on Income Recognition, Asset Classification and Provisioning pertaining to Advances"" brought out on November 21, 2016,"" she said. It has given rise to certain misconceptions leading to borrowers believing loan payments have been deferred by 60 days. The circular is only for providing an additional 60 days for classification of standard assets to sub-standard assets as customers may need some time to make repayments because of withdrawal of legal tender status to existing Rs 500 and Rs 1,000 notes, Vishwanathan maintained. ""We request our borrowers not to believe in rumours that are being spread. Member institutions are working with customers without causing any stress to them. Customers, while inconvenienced at this point of time in getting legal tenders, are coming forward to repay as and when they get the same."" There is no blanket moratorium on loan repayment given by any NBFC or MFI. Customers are requested to pay loans as soon as possible with new notes to maintain good credit history, Vishwanathan said. ""We have requested the regulator (RBI) and Ministry of Finance for a customer-friendly solution so that credit history of our clients is not impacted,"" she added.","2016-12-07T21:52:08+05:30","2016-12-07T22:10:32+05:30",""
"GST closer to reality as Council clears final two bills","","","https://www.moneycontrol.com/news/business/economy/gst-closer-to-reality-as-council-clears-final-two-bills-2241491.html","The Goods and Services Tax (GST) Council, headed by Finance Minister Arun Jaitley, on Thursday approved the remaining two crucial supplementary bills — State GST (SGST) and Union Territory GST (UTGST) - moving the proposed July 1 implementation of the country's biggest tax reform closer to reality. ""The Council has granted formal approval to all five legislations,"" said Finance Minister Arun Jaitley after the Council's 12th meeting on Monday. Final drafts of the three other bills — Integrated GST (IGST), Central GST (CGST) and Compensation bill — had been cleared by the Council in its previous meetings. With all five draft laws now being given the green signal by the Council, they will next be sent to the Cabinet for approval and subsequently to Parliament, which is currently in session, for the final nod. Consent from both Lok Sabha and Rajya Sabha would conclude the legislative requirement for the rollout of the new indirect tax regime. Once the laws are passed, Jaitley said, two important acts remain. The first pertains to formulation of rules - five of which have already been approved. He said the Council would get the final draft of the other four rules by next week and discuss them at the GST Council's next meeting on March 31. Jaitley said that the next step after that would be the fitment of various commodities into tax slabs. ""After that [fitment], we will be ready for GST implementation,"" said the Finance Minister. The industry has been particularly looking as to how items would be categorised under various slabs as they need at least two-three months to prepare themselves to adjust to the shift in tax regime. The Council has agreed on a four-slab structure — 5, 12, 18 and 28 percent — along with a cess on luxury and ""sin"" goods such as tobacco. Jaitley said on Thursday that the cess has been capped at 15 percent for the four to five commodities including luxury cars and aerated drinks that fall in this category. Under the GST, the states and the Centre will collect identical rates of taxes on goods and services. For instance, if 18 percent is the GST rate on a product, both the states and the Centre will get 9 percent each called the CGST and SGST rates. The Centre will also levy and collect the IGST on all inter-state supply of goods and services. The IGST mechanism has been designed to ensure seamless flow of input tax credit from one state to another.","2017-03-16T18:46:50+05:30","2017-03-16T19:33:51+05:30",""
"We are regular in all payment obligations: Jet Airways","PTI","","https://www.moneycontrol.com/news/business/companies/we-are-regular-in-all-payment-obligations-jet-airways-2833941.html","today said it is ""regular"" in all payment obligations, including to the banks and the statutory dues. ""We are regular in all our payment obligations to all our banks and statutory dues including PF obligations. Our account with all the banks as on date is ""Standard"", Jet Airways said in a statement. The statement comes amid the airline deferring the announcement of its June quarter earnings without giving any specific reason. The Naresh Goyal-promoted airline, in which Gulf carrier Etihad holds 24 per cent stake, is grappling with financial woes and its share price has also taken a beating in recent weeks. ""We have continuously been working on various cost and revenue initiatives to mitigate the significant increase in fuel rates and depreciation in rupee, as there has not been any corresponding increase in fares,"" the airline said in the statement. The board of directors of Jet Airways, on August 9, deferred the matter of consideration of the unaudited financial results for the June quarter. Sources had said that regulator Sebi was also looking into the airline delaying June quarter results after the carrier's audit committee expressed reservations.","2018-08-11T20:18:05+05:30","2018-08-11T20:36:56+05:30",""
